FID,sample_id,sample_date,indicator,value,unit,site,state,latitude,longitude,licence,authority,treatment,population,scale,description,location_type,GEOM
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d62,106472,2018-06-30,Total Suspended Solids,15,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d61,106474,2018-02-28,Total Suspended Solids,10,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d60,106476,2018-04-30,Total Suspended Solids,5,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d5f,106478,2018-06-30,Total Suspended Solids,0,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d5e,106469,2018-03-31,Total Suspended Solids,200,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d5d,106471,2018-05-31,Total Suspended Solids,90,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d5c,106473,2018-01-31,Total Suspended Solids,10,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d5b,106475,2018-03-31,Total Suspended Solids,0,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d5a,106477,2018-05-31,Total Suspended Solids,0,mg/L,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d59,106479,2018-01-31,Total Suspended Solids,20,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d58,106499,2018-04-30,Total Phosphorus,1.4,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d57,106501,2018-02-28,Total Phosphorus,7.8,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d56,106498,2018-01-31,Total Phosphorus,1.6,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d55,106500,2018-01-31,Total Phosphorus,8.9,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d54,106502,2018-03-31,Total Phosphorus,5.2,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d53,106504,2018-05-31,Total Phosphorus,7,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d52,106522,2018-01-31,Total Phosphorus,10,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d51,106524,2018-03-31,Total Phosphorus,7.4,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d50,106526,2018-05-31,Total Phosphorus,9.1,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d4f,106528,2018-01-31,Total Phosphorus,3.7,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d4e,106503,2018-04-30,Total Phosphorus,5.1,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d4d,106505,2018-06-30,Total Phosphorus,7.4,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
